,Tweet
484,"Ketua KPU RI Mochammad Afifuddin mengatakan dirinya sempat menandatangani surat mundur sebagai Ketua KPU, jika putusan Mahkamah Konstitusi (MK) tidak diakomodir dalam PKPU pencalonan Pilkada. Afif mengatakan surat itu ditandatangani saat dinamika putusan MK.

Hal itu disampaikan"
485,"Ketua KPU RI Mochammad Afifuddin mengatakan dirinya sempat menandatangani surat mundur sebagai Ketua KPU, jika putusan Mahkamah Konstitusi (MK) tidak diakomodir dalam PKPU pencalonan Pilkada. Afif mengatakan surat itu ditandatangani saat dinamika putusan MK.

Hal itu disampaikan"
486,Putusan MK modelnya bgini kan?
487,"stagnan, dan cenderung minus... 10 tahun lalu, pegang 1 juta, udah dapat banyak klo belanja bulanan.. sekarang 1 juta utk belanja bulanan . asihdapat, cuman qty berkurang 2 sampai 3x lipat..."
488,"Emg standard moralnya beda sih, makanya masih banyak rakyat 58% yg menganggap putusan MK thdp fufufafa itu tdk melanggar moral, yg krn standard moralnya cm setipis tisu dibagi 2 mungoin"
489,"1% tapi sampe bisa bikin MA dan DPR bergerak buat ngelawan putusan MK, situ waras?"
490,Klean seperti pahlawan kesiangan. Klean PHP in detik² terakhir padahal sudah ada putusan MK. Yg teriakan klean sebelumnya bilang tdk cukup kursi. Sekarang klean lempar kegagalan AB disebabkan orang lain.
491,"Rakyat Mahasiswa Harus Tau ini 

Masih banyak yg akan terjadi sebelum 20 Okto 2024 

Putusan MK No. 90 itu *CACAT HUKUM* tidak bisa dilaksanakan, tidak bisa dilantik.

 Tidak ada satu Putusan yg Cacat Boleh dilaksanakan
Non Executable

Maruarar Siahaan 
Mantan Hakim MK RI"
492,"Orang Indo ga abis2 ribut nya

Pilpres ribut
Pilkada ribut
Putusan MK ribut
Anies gagal nyagub ribut
Ada yg naik jet ribut
Soal habib2an ribut

Hidup orang indo gabisa santai dikit apa ya "
493,"Coba tanya wakil ketua komite pengawas perpajakan Kemenkeu yang sekaligus dosen UGM yang sekaligus terlibat aksi reformasi dikorupsi, film dirty vote dan aksi kawal putusan MK 

https://komwasjak.kemenkeu.go.id/in/page/profil-pejabat…"
494, resume putusan MK nomor 20/PUU-XII/2014 
495,"""Menurut UUD 45 dan Pancasila, tugas hukum itu mengawal demokrasi. 

Putusan MK 90 itu cacat menurut UU Kehakiman pasal 17 ayat 5.

Bagaimana putusan hukum yang cacat bisa mengawal demokrasi? Putusan MK 90 itu sumber segala keruwetan.""
(Maruarar Siahaan) 

#BatalkanGibranDilantik"
496,"Bisa misal di putusan MK yg loloskan dia, dianggap oleh masyarakat LUAS bahwa itu tdk sah (PDIP lg gugat) tapi ini super duper sangat sulit sekali kak. 

Alternatif lain ""kematian"""
497,"240824 adalah tanggal keramat.

Pada 240824 KPU & DPR mengakomodir Putusan MK 60 & 70 secara bulat,

1. Kaesang gagal nyagub.
2. Upaya mengucilkan PDIP gagal.
3. Upaya menjegal Anies gagal.

25/8/2024:"
498,"Gak ada yang mau tanya langsung ke wakil ketua komite pengawas perpajakan Kemenkeu ? Dia dosen UGM, direktur LSM yg antikorupsi, terlibat aksi reformasi dikorupsi, film dirty vote, dan aksi kawal putusan MK. Daripada berdebat terus, tanya aktivis akademisi."
499,"Gak ada yg mau tanya ke dosen UGM ini kah ? Dia punya LSM anti korupsi, dosen UGM, wakil ketua pengawas perpajakan Kemenkeu. Dia kritis jg, terlibat aksi reformasi dikorupsi, film dirty vote dan aksi kawal putusan MK.

https://komwasjak.kemenkeu.go.id/in/page/profil-pejabat…"
500,"Ribut ribut soal pajak, gak ada yg mau tanya ke beliau ini ? Wakil ketua pengawas perpajakan kemenkeu, dosen UGM, terlibat reformasi dikorupsi, dirty vote, dan kawal putusan MK, direktur LSM yg anti korupsi. Pernah komisaris Pertamina jg loh...

https://komwasjak.kemenkeu.go.id/in/page/profil-pejabat…"
501,"Ribut ribut soal pajak. Apa gak ada yg mau tanya ke bapak dosen satu ini ? Beliau dosen ugm dan wakil ketua pengawas perpajakan kemenkeu. Akademisi kritis yg ikut reformasi dikorupsi, dirty vote dan kawal putusan MK. Direktur LSM anti korupsi.

https://komwasjak.kemenkeu.go.id/in/page/profil-pejabat…"
502,"Sy pribadi memaafkan tp dia hrs mempertanggung  jwbkan semua perbuatan di dpn hukum yg telah memporak porandakan demokrasi di negara ini usut semua mulai dr putusan MK,tambang ,gaya hedon keluarga y dll"
503,"RUU Pilkada dibahas hanya dalam waktu 7 jam, tapi kenapa RUU PPRT belum disahkan? Putusan MK No. 60/PUU-XXII/2024 tentang ambang batas pencalonan kepala daerah juga telah masuk dalam RUU Pilkada. Partai politik tanpa kursi di DPRD Provinsi kini bisa mendaftarkan calon kepala"
504,Karena bosen trs Liet di bstation
505,masuknya seperti calo utk pengurusan kir kah?
506,sangat bisa....
507,Waahh aku mau kakk
508,"Yang memuja siapa? kita itu tidak memuja putusan MK 60,spt kamu memuja Gibran krn dibayar, keputusan MK 60 itu yg menikmatinya banyak dibandingkan putusan paman yg hny dinikmati Gibran"
509,"- Paman Usman siapa nya Presiden ujungnya polemik Putusan MK? 
- Mr. G apa nya Mr. Presiden? 
- Mr. P gak mengundurkan diri seperti Mr. MMD? 
- Film Dirty Vote?  Kok gak dilaporkan?"
510,Ketua KPU: Saya Sudah Tanda Tangani Surat Mundur Jika Putusan MK Tidak Masuk PKPU
511,"VIDEO: Mahfud Setelah Putusan MK soal Pilkada 2024 ""Jokowi Jalannya Sudah Ditutup!"""
512,Pemerintah mengikuti putusan MK
513,"keluarlah harusnya,manfaatin tuh putusan MK. jangan banyak alesan,aspirasi rakyat jakarta perlu didengarkan"
514,KPU tegaskan taat pada putusan MK soal UU Pilkada.
515,"Coba apa bedanya putusan MK 90 dg 60?

Ada untung MK dipuja gak ada untung MK dihujat, xixixi!"
516,Mahasiswa dan Ormas Kawal Putusan MK Tentang Pilkada Dengan Aksi Damai #mk #pilkada
517,Warga Jakarta Kawal Putusan MK Tentang Pilkada Dengan Deklarasi Pemilu Damai #mk #pilkada
518,Pemerintah Mendukung Putusan MK Tentang Pilkada Serentak 2024 #mk #pilkada
519,Kawal Putusan MK Tentang Pilkada Dengan Aksi Damai Bukan Anarkis #mk #pilkada
520,"Anies klo pasangan sama kaesang gw buang tuh
Lah ini blom ad putusan mk dukung kaesang d jateng boby d sumut tapi framing yang salah selalu anies pdahal waktu pileg nya anti dynasty eh udah pileg bemper dynasty"
521,Mahasiswa dan Ormas Kawal Putusan MK Tentang Pilkada Dengan Aksi Damai #mk #pilkada
522,Coba inget2 kata bocor alus bentar waktu putusan mk dan diputuskan gibran maju dengan prabowo. Siapa yang orkestrasi serangan digital ke gibran? Ya bang ET
523,Putusan MK Tak Mampu Cegah Kotak Kosong
524,"Kita tunggu Putusan MK yg mengatur jika Golput lebih dari 50%, pilkada harus diulang bukan pemungutan suara ulang"
525,PAPAKU BARU NGIRIM FOTO SERTIFIKAT JUARA III MENGARANG SD SEKECAMATAN YA ALLAH NAHAN NGAKAK DI KANTOR
526,"Senengane jalan pintas , ngakali, koyo ngakali putusan MK dll, kabeh soko ndas ndasane sing kucluk mestine tidak ada visi mentri to onone visi presiden"
527,"Pemerintah dukung implementasi putusan MK tentang Pilkada. 
Hal ni dilakukan tuk jaga persatuan serta integritas demokrasi Pilkada Serentak 2024.

Fufufafa CD Abang2
Guru Gembul Puput Novel PSSI Fanny"
528,"""Menurut UUD 45 dan Pancasila, tugas hukum itu mengawal demokrasi.

Putusan MK 90 itu cacat menurut UU Kehakiman pasal 17 ayat 5.

Bagaimana putusan hukum yang cacat bisa mengawal demokrasi? Putusan MK 90 itu sumber segala keruwetan"" (Maruarar Siahaan) 

#BatalkanGibranDilantik"
529,"boleh infokan perusahaannya apa, sama budged utk posisi tersebut kak... "
530,"Putusan 60/2024 MK Dinilai Dukung Penguatan Kaderisasi Parpol

Manajer Program Perludem...

#NewsUpdate #Politik #MahkamahKonstitusi #PutusanMK #PartaiPolitik #KaderisasiParpol #Perludem"
531,Putusan MK no 90 itu cacat ..yg cacat ga boleh dilaksanakan 
532,"Eh, akun menfess 
@literarybase
 terhitung sejak aksi demo Kawal Putusan MK kemarin kok sudah ga aktif lagi ya "
533,"Aduh kakk stay safe yaa kakk, kalo bisa tidur sama ortu aja, biar lbh aman"
534,"Ada benarnya. Sejak pengusikan Putusan MK 60 & 70 serta kunjungan Sri Paus, konten sabung warga terkait agama makin banyak. Mulai dari Medistra, UMY, beda agama kagum sama Sri Paus. Dan ga ada gerakan bersama desak DPR/Kemenag.
Simpulan: mulai lg gerakan pemecahan berbasis agama."
535,Tolol ke lu jgn sok ngomongin putusan MK cacat. Mending lu ngumpul donasi biar Anis bs buat partai sendiri
536,"Setelah “kawal putusan MK” terbitlah “kawal putusan MUA” nih

#KawalPutusanMUA 
#KawalPutusanMUA 
#KawalPutusanMUA"
537,"apaan nder, jangan generasi gini dong, sebenernya ada BANYAK banget muslim yang TOLERANSI di negara ini. lagian komun itu suka share tentang dzikir dan doa² bagus, kadang share tips gimana cara beribadah yang baik. aku jarang liat postingan annoying malahan."
538,"Sebelum putusan MK diperkirakan ada 150 kotak kosong, skrg sisa 40 lumayan lah"
539,"Kalo gak ada bapaknya,kalo gak ada putusan MK emng bakal jadi tuh barang.nepotismenya tingkat tinggi"
540,sisa 2 orderan yg belum kelar yaw: 2 esai hukum Haki dan resume putusan MK
541,"wkwkwkw

mana banyak yang percaya dia bukan buzzer lagi. padahal kenceng bgt tu pengalihan isu selingkuhnya pas dpr mau revisi putusan MK"
542,"Iya nder, jadi kalo ga ada lubangnya harus dioperasi dulu, dibikinin lubangnya"
543,"Sejumlah kontroversi mewarnai gelaran Pilkada 2024, mulai dari isu RUU Pilkada yang sebelumnya hendak disahkan oleh DPR RI untuk menganulir putusan MK, hingga fenomena kotak kosong di sejumlah daerah. #FYP"
544,Presiden Jokowi akan mengikuti semua putusan MK.
545,"putusan MK 90. Cacat. 
Maka  Non executable."
546,winlok apaan?
547,"ini udah gua terapkan beberapa kali... diminta atasan untuk ketemu calon klien, dan 'ajak' mereka ngopi.. tp ga pernah gua laksanain... akhirnya bos tau, gua kena sp... 

""ga menghargai waktu si calon klien tadi""
ya gua amuk balik, masih jadi calon klien, belum fix PO dari mereka"
548,tritnya mana...
549,"teman ku kemaren, lulusan hukum dapat gawean di singapura jadi penasehat hukum perusahaan"
550,"senjata api rakitan apa gimana ini? gila loh ya kalau penegak hukum ga usut tuntas kasus ini. pelaku HARUS dihukum mati, kalau ga mending kasih ke rakyat aja, biar kita pukulin rame-rame "
551,"DPR - KPU setujui PKPU Pilkada semua merujuk putusan MK

#MenjagaPutusanMK"
552,"DPR Tolak Seluruh Calon Hakim Agung, KY Minta Pertimbangkan hingga Singgung Putusan MK"
553,Jelas jelas semua dinasti terselamatkan oleh putusan MK yang menolak uji materi terkait politik dinasti
554,"Makanya dipakai terminologi inkonstitusional ""bersyarat"".
Kritik atas pertemuan jkw dgn ricard adkerson (Freeport McMoran) terkait keputusan perpanjangan izin termasuk dlm kategori tersebut. Perpanjangan izin dianggap bertentangan dengan putusan MK 64/PUU-XVIII/2020 Pasal 169A."
555,rakyat mau bergerak itu karena apa bang? kl minggu2 lalu kan krn DPR mau merubah putusan MK
556,"Dosen2 univ di jogja banyak jejak digitalnya buat ngomentarin kim+, gagalnya anies maju, kotak kosong di dki sebelum mk tp sedikit jejaknya mbahas bupati petahana sleman yg hampir gagal maju sblm putusan mk, pecah kongsinya petahana bantul dan isu politik lokal lain."
557,Ayooo demo kawal putusan MK....
558,DPR mengesahkan UU Pilkada sesuai dengan putusan MK tanpa perdebatan #MenjagaPutusanMK #Pilkada2024
559,"Karena JK juga merupakan seorang subjek hukum WNI. Yang mana setiap putusan MK juga berdampak pada JK. 

Terciptalah paradoks gratifikasi.........

Hanya karena tersisipkan satu kata ""dan"", akhirnya menjadi implikasi hukum yang amat rumit

Bisa untuk memenjarakan atau membebaskan"
560,"Apabila ini dijadikan diskusi, akan menjadi menarik karena putusan MK yang diketok oleh P.Mahfud bersifat erga omnes, yaitu putusan tsb berlaku terhadap semua WNI

Sehingga, putusanya bisa dianggap adil atau tidak adil dan bisa dianggap hal tsb berkaitan dengan kepentingan JK."
561,"DPR - KPU setujui PKPU Pilkada semua merujuk putusan MK
#MenjagaPutusanMK"
562,"DPR - KPU setujui PKPU Pilkada semua merujuk putusan MK
#MenjagaPutusanMK"
563, kok km yg marah-marah? Km keluarga yg diuntungkan putusan MK atau buzzer nya  ??
564,"Temen gue ada udah miskin, ngatain temen gue yang turun demo dan ikut kawal putusan MK kemaren pengangguran. Bego. Emang gak semua orang kuliah punya otak sih."
565,"DPR RI ikuti putusan MK so gak perlu risau apalagi heboh lg soal putusan MK n jgn mau lg di adu domba Ama ""oknum"" yg manfaatin isu itu #putusanmk #tolakruupilkada2024 #kawalkeputusanmk #indonesia #staycalm"
566,Berantakan gara-gara putusan MK 
567,Gara-gara putusan MK 
568,OH berarti diakui yah kalo DPR itu mengubah Putusan MK supaya Gibran bisa jadi cagub?
569,Lu selama ini tinggal di goa atau gimana? Itu putusan MK pas si gibran calonin jadi wapes aja udh jadi salah satu bukti 
570,apakah gua akan instal game laknat ini lagi...!!
571,Ini si dpr yg mau revisi putusan mk pilkada itu ya..
572,"Seperti yang dulu gua bilang, kondisi Jokowi menang di 2024 tapi tanpa partai itu bukan itungan yang ideal.

Karena dia harus akrobat manuver lebih banyak lagi. Wajar kalau akan ada momen Jokowi luput, kayak Putusan MK kemarin itulah"
573,Yg ngomong mancing mahasiswa marah di Parlemen melawan putusan. MK terkait pilkada.
574,"Kalo gak ada usulan para elit politik
Gak ada sidang MK 
Gak ada putusan mk
Gak ada demo
Gak ada polisi hadang demo
Gak ada kerusuhan 
Dan sudah pasti gak ada korban

Dari urutan diatas kita harusnya paham awal dan akhir .mana sumber mana dampak"
575,"Kek nya memang harus ad revisi uu nya dah, DPR dari pada menganulir putusan MK, mending revisi uu sistem peradilan anak"
576,"Kenapa baru di suarakan sekarang?..udah terjadi baru bersuara,bukannya dari sebelum ada putusan MK"
577,"ya dirugikan laah... seharusnya bisa jaadi baancakan penjabat itu,..."
578,"DPR Tolak Seluruh Calon Hakim Agung, KY Minta Pertimbangkan hingga Singgung Putusan MK http://dlvr.it/TCykLS"
579,Pemerintah patuhi putusan MK terkait Pilkada 2024
580,"Jadi kita sama2 dewasa dalam bersikap di ranah demokrasi hari ini, Rakyat sudah berjuang untuk mempertahankan putusan MK agar tidak dibegal di DPR, dan kita menang

cuma tetap saja masalah kita cuma 1 apa yg seperti Rocky Gerung katakan, tresshold itu harus dihapus"
581,"mancing?? hahaha kalo ga demo,itu putusan MK di anulir..masuk lah si kaesang.dan dipastikan menang..bangke"
582,"Rk itu bagian dari Kim, yang diwaktu tertentu juga Kim adalah komplotan yang melakukan pembangkang terhadap putusan mk. Siapapun yang menjadi bagian dari pembangkang konstitusional tidak berhak meminta suara demokrasi rakyat!"
583,"Suka tidak suka, putusan MK yg menurunkan threshold pd Pilkada, buat KIM plus gelagepan.

Ridwan Kamil-Suswono yg diprediksi melenggang melawan calon independen gagal total.

 Muncul Pramono-Rano sbg lawan menjadikan Ridwan Kamil tiba2 kagok hingga nyaris kejungkal di belokan."
584,Pakar Hukum Tata Negara UI: “Putusan MK Dorong Munculnya Calon Kepala Daerah Lebih Berkualitas”
585,yang kecewa putusan MK gak bisa dibatalin
586,"Turunkan Mulyono harusnya....
Bukan kawal putusan MK......
Eh salah......
Maaf"
587,"Skg jadinya putusan MK dilaksanakan tanpa diutak-atik DPR. Mungkin pertanyaannya what next? Nextnya tetep kawal, kalo hal serupa kejadian. Gimana?"
588,"Beda konteks koca lu 
@DS_yantie
 Yg lu koar” kemaren tu kawal putusan mk dobol, gada kaitan ny ttg korup klo soal desak dpri untuk sahkan ruu kamipun kompak maju."
589,"Putusan MK MA pd diam 
@PDemokrat
 @Golkar5
 @Adiprayitno_20
 @akbarfaizal68
 @anasurbaningrum
 @antikorupsi
 @walhinasional"
590,"Pks & anies ud deklarasi anies-sohibulimam, tpi trkendala 4 kursi lg sblm ad putusan MK yg boleh 7.5% dipilgub jkt.. Krn g ad partai yg mw koalisi & KIM plus mnwarkan cawagub ke pks yaitu suswono, maka ini jd pilihan yg menarik drpd g ngusung pilgub sm sx. Putusan MK g mrbahny?"
591,"Masalahnya sebenernya kayanya dia jalan2 pas DPR lagi rusuh2nya, dia yg sedang dipermasalahkan karena DPR mo ubah putusan MK malah dia senang2, emang rakyat gak panas? #mikir"
592,Bukan nya demokrat kemaren ikut mau merubah UU Pilkada? dengan menganulir Putusan MK dan menerima putusan MA. setelah ada demo baru kalangkabut berkamuplase. pura2 demokratis. faham deh faham. semuanya karena tulang. malu lah sikit  jg harga diri. salam HAMBALANG.
593,"Bakal ramai ini, nanti !!

Kita tunggu saja seperti apa jalannya nanti, bila betul-betul mereka yang coba dilantik. 

Masih banyak hal terjadi utk menuju 20 Oktober 2024 ini.

Putusan MK No. 90 itu *CACAT HUKUM* 'Non executable', tidak bisa dilaksanakan, tidak bisa dilantik."
594,Mknya semakin bnyak pilihan makin pusing oligarki makanya pilkada macem sebelum putusan mk oligarki demen banget hahaha
595,"Idiologi PKS adalah keadilan n kesejahteraan...posisi PKS pasca putusan MK sudah hilang marwah idiologinya, lebih memntingkan pragmatisme sesaat sesaat yaitu kekuasaan. Kekuasaan penting ttp harus didpt dgn keadilan bukan dgn memanfaatkan kekuasaan utk kedzoliman..."
596,"Alasan PKS Membeberkan Partainya Tak Kembali Usung Anies Usai Putusan MK https://keuangannews.id/alasan-pks-membeberkan-partainya-tak-kembali-usung-anies-usai-putusan-mk/… lewat 
@Keuangan
 News"
597,Putusan MK sama Buzzer 02
598,"Bwahahaaaaa
Macam Putusan MK
Bukan soal terbitnya

Namun Efek nya
kwkwkww"
599," 5 soal PKN
 resume putusan MK nomor 20/PUU-XII/2014"
600,"Yang lebih aneh keputusan kpu 1229 tahun 2024 ttg  pendaftaran cakada, seolah mengeliminasi putusan mk krn harus meminta persetujuan dari politik dan koalisi. 
Hal ini di alami Masinton waktu mendaftar calon bupati yg tdk ditrima kpu krn seblum nya pdip sdh beri rekom pd yg lain"
601,Demokratis atau ndak tergantung di posisi mana...klo posisi kalah ya teriaknya ini tidak demokratis...mirip putusan MK kemarenlah...sekarang kan sudah ga terdengar lg mahkamah kluarga..krn yg sering omong gitu sudah terpenuhi harapannya
602,"banyak tanya2
""ini apa? ""
""ko bisa begini? ""
. 
. 
. 
. 
kembangin aja sendiri, pakai ragi instan biar cepat ngembang.."
603,"jurnal dulu... baru setelah itu ""penyesuaian"""
604,joki rangkuman tentang konsekuensi yuridis putusan mk nomor 20 tahun 2014 cari yg spesialis hukum #zonaba #zonauang
605,"""Meneruskan"" Nepotisme, mengacak-acak konstitusi dg munculnya putusan MK no 90/2023 yg digawangi adik iparnya dg munculnya MKMK yg mevonis pelanggaran etik berat dan non palukan di MK dan dan dicopot dari ketua MK, dan itu akan diedukasi oleh murid dan anaknya.
Cawe-cawe n bansos"
606,"Setuju wktnya jgn terlalu lama,misal 3 -4 bln termasuk masa kampanye pesertanya dikocok ulang tdk hrs paslon spt saat ini bisa saja calon independen bertambah atau dg putusan MK No.60 bisa saja partai² menyiapkan jago² barunya
Ada peluang 
@aniesbaswedan
 imut kontestasi diDKI"
607,"Loncat kau bilang? Jangan mengaburkan masalah. Anies - Shohibul itu cuman 18 kursi, gak sampe 20%. Putusan MK setelah deklarasi RK - Soeswono. Gimana caranya PKS keluar dari KIM kalo kadernya jadi wakil?"
